"pathway","pval","padj","log2err","ES","NES","size","genes"
"WANG_NEOPLASTIC_TRANSFORMATION_BY_CCND1_MYC",0.000160053526275828,0.430223878629427,0.518848077743792,-0.937189419418657,-2.03450601533205,12,"Serpinb9b"
"BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES",0.0108910432831647,0.452411604410349,0.380730400722792,-0.823918983060317,-2.43411713144467,68,"Rpl30,Rpl27a,Eif3f,Rps4x,Rpl36a,Rps5,Rpl13a,Rpl7a,Eef1g,Eif3h,Rpl6,Rpl10,Rack1,Eif4b,Rps3,Rpl7,Rps24,Rps13,Rps27a,Rps16,Tpt1,Eef2,Uba52,Rps19,Rpl18,Rpl14,Rpl23,Rpl26,Fau,Rps3a1,Rpl18a,Rps7,Eef1a1,Eef1b2,Ptms,Use1,Rps8,Cox7a2l,Rpl13,Rps9,Eif3m,Rbbp6,Rpl4,Rps23,Rpl21"
"BILANGES_SERUM_RESPONSE_TRANSLATION",0.00568053901459031,0.452411604410349,0.407017918923954,-0.872110783156957,-2.27974290458086,30,"Eif3f,Rps4x,Rps5,Eef1g,Eif3h,Rpl6,Rpl10,Rack1,Cyp17a1,Rps3,Rps19,Rpl14,Nsa2,Rpl18a,Rps7,Eef1a1,Eef1b2,Ptms,Arid5b,Rps8,Khsrp,Rpl4,Rpl21"
"BIOCARTA_CREM_PATHWAY",0.0111329421036822,0.452411604410349,0.380730400722792,-0.947610930781186,-1.5326124230959,3,"Xpo1,Crem"
"BIOCARTA_S1P_PATHWAY",0.010131597531546,0.452411604410349,0.380730400722792,0.853088290911437,1.57397367353157,6,"Ldlr,Hmgcs1"
"BIOCARTA_TCAPOPTOSIS_PATHWAY",0.00492448248190175,0.452411604410349,0.407017918923954,-0.864693365152097,-1.77931320370397,9,"Ccr5,Fasl,Cd28,Cd3e,Fas,Cd3d"
"CAIRO_PML_TARGETS_BOUND_BY_MYC_UP",0.00702391141227389,0.452411604410349,0.407017918923954,-0.746307458376084,-1.88028866730604,22,"Cad,Ybx1,Ptma,Npm1,Id2"
"CHEN_ETV5_TARGETS_SERTOLI",0.00774059896395254,0.452411604410349,0.407017918923954,-0.790214289065187,-1.90328198169626,18,"Ccl9,Xist,Cd53,Arsb,Kidins220,Fcgr2b,Ms4a6d"
"HAN_JNK_SINGALING_DN",0.0122864758638227,0.452411604410349,0.380730400722792,-0.785179029474607,-2.04994181000133,29,"Ccl9,Ifitm1,Socs3,Abca1,Cp,Pltp,Pfkp,Fas"
"HAN_JNK_SINGALING_UP",0.0110767943084274,0.452411604410349,0.380730400722792,0.689411757105586,1.76454225431759,31,"Usp18,Ifi27l2a,Ifit3,Isg15,Ifit1,Irf9,Igtp,Ccnd2,Sgk1"
"HASEGAWA_TUMORIGENESIS_BY_RET_C634R",0.00675547686479967,0.452411604410349,0.407017918923954,0.877751548425484,1.61947812886663,6,"Usp18,Irf7,Ifit1,Dhx58"
"HEVNER_CORTEX_ROSTRAL_INTERMEDIATE_ZONE",0.010131597531546,0.452411604410349,0.380730400722792,0.853071332272253,1.57394238432986,6,"Ppp2r1b,Tub"
"HOLLERN_MICROACINAR_BREAST_TUMOR_DN",0.00729370949881153,0.452411604410349,0.407017918923954,0.843038756659179,1.71003869342432,10,"St6gal1,Ptprs"
"HORTON_SREBF_TARGETS",0.00581136498511955,0.452411604410349,0.407017918923954,0.757840845167221,1.81661097013073,23,"Ldlr,Cyp51,Sqle,Aldoc,Sc5d,Hmgcs1,Idi1,Pmvk,Aacs,Elovl6,Hsd17b7,Insig1"
"IGLESIAS_E2F_TARGETS_DN",0.00346499844489069,0.452411604410349,0.431707695803346,-0.911040036321952,-1.79193954378343,7,"H1f2,Mt2,Mt1,Prss2"
"INGRAM_SHH_TARGETS_UP",0.0113272261797484,0.452411604410349,0.380730400722792,0.574580641505945,1.69575363272317,92,"Ifi27l2a,Klf10,Cmpk2,Selenop,Nfe2l2,Filip1l,Tspan5,Rassf3,Map3k1,Akap12,Leprot,Zfp36l1,Ephx1,Asah1,Slc48a1,Fen1,Abcd4,Zcchc9,Ramp2,Ube2j1"
"IRITANI_MAD1_TARGETS_DN",0.0114719590565395,0.452411604410349,0.380730400722792,-0.657821611601388,-1.8458969235382,45,"Cad,Rpsa,Npm1,Gas5,Eef1g,Rad23b,Ipo5,Rpl10a,Dut,Eef2,Rpl22,Rpl5-ps1,Rpl13,C1qbp,Gpi1"
"IVANOVA_HEMATOPOIESIS_STEM_CELL_SHORT_TERM",0.0098296584550419,0.452411604410349,0.380730400722792,-0.775073423670731,-1.85269442695866,17,"Mphosph9,Bpnt2,Bclaf1,Matr3,Erbin,Senp6,Apc,Bptf,Ncoa6,Rdm1"
"KANG_AR_TARGETS_DN",0.00354164640247898,0.452411604410349,0.431707695803346,0.879159321719559,1.91294317761767,14,"Itgb1,Anxa5,Smad1"
"KANG_GLIS3_TARGETS",0.00149227554305886,0.452411604410349,0.45505986738723,0.880981568165094,1.89301468157703,13,"Ldlr,Psmb10"
"LUDWICZEK_TREATING_IRON_OVERLOAD",0.00813649755761385,0.452411604410349,0.380730400722792,-0.917429069324337,-1.75426501862807,6,"Mt2,Tfrc,Cp"
"MCBRYAN_TERMINAL_END_BUD_UP",0.00681689941453793,0.452411604410349,0.407017918923954,0.845494622520459,1.71502022673519,10,"Egr2,Rnf149"
"MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_UP",0.00325550960200888,0.452411604410349,0.431707695803346,-0.856540014697027,-2.06303176130015,18,"Ccl9,Sema7a"
"MIKKELSEN_MEF_LCP_WITH_H3K4ME3",0.00976735500924504,0.452411604410349,0.380730400722792,0.522999846969509,1.55992142200528,99,"Ikbke,Lgals9,Vwa5a,Tmem176b,Elovl1,Ifit1,Emp3,Mrps21,Lgals3bp,Glmp,Tmem176a,G430095P16Rik,Wars1,Arhgdib,Xaf1,Trim21,Tmem248,Ifi35,Snx10,Gpsm3,Xdh,Tns2"
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S",0.00232957494693274,0.452411604410349,0.431707695803346,-0.749016395204624,-2.18239857135617,60,"Rps2,Rps27rt,Rpsa,Eif3f,Rps4x,Rps5,Rps28,Rps15a,Eif3h,Pabpc1,Rps27,Eif4a1,Rps26,Eif4b,Rps3,Rps24,Rps13,Eif3i,Rps27a,Eif3e,Rps15,Rps16,Rps19,Rps12,Fau,Rps3a1,Rps7,Eif2s3x,Rps21,Eif4g1,Rps8,Rps9,Eif3m,Rps23,Eif3g,Eif3k,Rps14"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",0.0116514401670041,0.452411604410349,0.380730400722792,0.724682728348095,1.64491701920581,17,"Mboat1,Abhd4,Pnpla8,Pla2g6"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PS",0.00942317392486079,0.452411604410349,0.380730400722792,0.797117279497665,1.73442972610898,14,"Mboat1,Osbpl5"
"REACTOME_ATORVASTATIN_ADME",0.00754126475789945,0.452411604410349,0.407017918923954,-0.956190456496008,-1.63993562315484,4,"Abcb1a,Pon3"
"REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION",0.00589980486317541,0.452411604410349,0.407017918923954,-0.615429431071003,-1.76010832285404,55,"H4c4,H2ac8,H4c14,H2bc4,Pot1a,H2bc8,H2ac15,H2ac20,H4c3,H2ac6,H2bc15,H2ac22,H2ac13,Terf2ip,Neil3,H4c8,H2bc11"
"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES",0.00904785776635964,0.452411604410349,0.380730400722792,0.774665189162257,1.95149300438972,28,"Ccr10,Ccrl2"
"REACTOME_CHROMOSOME_MAINTENANCE",0.0120490467662429,0.452411604410349,0.380730400722792,-0.552574456129073,-1.71273499175389,116,"H4c4,H2ac8,H4c14,Npm1,Pola1,H2bc4,Rsf1,Atrx,Shq1,Pot1a,Tert,H2bc8,H2ac15,Mis18bp1,H2ac20,Nop10,Cenpo,Ppp6r3,Cenpc1,H4c3,H2ac6,H3f3a,Dkc1,H2bc15,H2ac22,H2ac13,Terf2ip,Ankrd28,Cenpq,Rfc1,Prim1,Pola2,Cenpx,H4c8,H2bc11,Cenph"
"REACTOME_CHYLOMICRON_CLEARANCE",0.00992027131680923,0.452411604410349,0.380730400722792,0.931938791227667,1.46899482986997,3,"Ldlr,Ldlrap1"
"REACTOME_COHESIN_LOADING_ONTO_CHROMATIN",0.01134500544901,0.452411604410349,0.380730400722792,-0.803699491516437,-1.68255483455817,10,"Stag1,Stag2,Nipbl,Rad21,Smc1a"
"REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES",0.00253521459631007,0.452411604410349,0.431707695803346,-0.657461747275998,-1.93394947470317,58,"H4c4,H2ac8,H4c14,Ncapg2,H2bc4,H2bc8,H2ac15,H2ac20,H4c3,H2ac6,Set,H3f3a,H3c6,Rb1,H2bc15,H2ac22,H2ac13"
"REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE",0.00479931551507488,0.452411604410349,0.407017918923954,-0.648033290988038,-1.89713763804892,64,"H4c4,H2ac8,H4c14,Npm1,H2bc4,Rsf1,H2bc8,H2ac15,Mis18bp1,H2ac20,Cenpo,Cenpc1,H4c3,H2ac6,H2bc15,H2ac22,H2ac13,Cenpq,Cenpx,H4c8,H2bc11,Cenph,H4c16,Cenpi,Cenpk,Cenpn,H4c18"
"REACTOME_DISSOLUTION_OF_FIBRIN_CLOT",0.00338488377671177,0.452411604410349,0.431707695803346,-0.911292732560179,-1.79243657614622,7,"Serpine2,S100a10"
"REACTOME_ESTROGEN_BIOSYNTHESIS",0.0114675537648762,0.452411604410349,0.380730400722792,0.87456116248141,1.67963900755689,7,"Hsd17b11,Akr1b10"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION",0.00406585902985375,0.452411604410349,0.407017918923954,-0.947916666666667,-1.72624314903252,5,"Eef1g,Eef2,Eef1d,Eef1a1,Eef1b2"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION",0.00814594737403778,0.452411604410349,0.380730400722792,-0.782444082121257,-2.42785878455946,119,"Rpl30,Rpl27a,Rps2,Rps27rt,Rpsa,Eif3f,Rps4x,Rpl36a,Rps5,Rpl13a,Rps28,Rpl7a,Rpl39,Rpl17,Rps15a,Eif3h,Pabpc1,Rpl6,Rps27,Eif4a1,Rpl3,Rpl10,Rpl11,Rps26,Eif4b,Rps3,Rpl19,Rpl22l1,Uba52rt,Rpl7,Rps24,Rps13,Eif3i,Rps27a,Rplp0,Rpl10-ps3,Rpl37,Rpl36,Eif3e,Rps15,Rpl36al,Rps16,Rpl37a,Rpl9,Rplp2,Uba52,Rps19,Rplp1,Rpl18,Rpl23a,Rpl14,Rpl12,Rpl23,Rpl26,Rps12,Fau,Rpl34,Rpl22,Rps3a1,Rpl18a,Rps7,Eif2s3x,Rps21,Eif4g1,Rps8,Rpl38,Rpl13,Rps9,Eif3m,Rpl27,Rpl4,Rpl35a,Rps23,Eif3g,Rpl21"
